,diff_day,dt,fault_time,label,serial_number,smart_184_normalized,smart_187_normalized,smart_188_normalized,smart_190_normalized,smart_193_normalized,smart_194_normalized,smart_195_normalized,smart_197_normalized,smart_198_normalized,smart_1_normalized,smart_3_normalized,smart_5_normalized,smart_7_normalized,smart_9_normalized
87,201.0,2018-01-01,2018-07-21,0,disk_117473,100.0,100.0,100.0,71.0,100.0,29.0,3.0,100.0,100.0,78.0,87.0,100.0,93.0,84.0
88,200.0,2018-01-02,2018-07-21,0,disk_117473,100.0,100.0,100.0,71.0,100.0,29.0,3.0,100.0,100.0,73.0,87.0,100.0,93.0,84.0
89,199.0,2018-01-03,2018-07-21,0,disk_117473,100.0,100.0,100.0,70.0,100.0,30.0,2.0,100.0,100.0,72.0,87.0,100.0,93.0,84.0
90,198.0,2018-01-04,2018-07-21,0,disk_117473,100.0,100.0,100.0,71.0,100.0,29.0,100.0,100.0,100.0,100.0,87.0,100.0,94.0,84.0
91,197.0,2018-01-05,2018-07-21,0,disk_117473,100.0,100.0,100.0,70.0,100.0,30.0,1.0,100.0,100.0,83.0,87.0,100.0,94.0,84.0
92,196.0,2018-01-06,2018-07-21,0,disk_117473,100.0,100.0,100.0,70.0,100.0,30.0,1.0,100.0,100.0,83.0,87.0,100.0,94.0,84.0
93,195.0,2018-01-07,2018-07-21,0,disk_117473,100.0,100.0,100.0,70.0,100.0,30.0,1.0,100.0,100.0,83.0,87.0,100.0,94.0,84.0
94,194.0,2018-01-08,2018-07-21,0,disk_117473,100.0,100.0,100.0,70.0,100.0,30.0,1.0,100.0,100.0,82.0,87.0,100.0,94.0,84.0
95,193.0,2018-01-09,2018-07-21,0,disk_117473,100.0,100.0,100.0,70.0,100.0,30.0,1.0,100.0,100.0,82.0,87.0,100.0,94.0,84.0
96,192.0,2018-01-10,2018-07-21,0,disk_117473,100.0,100.0,100.0,71.0,100.0,29.0,1.0,100.0,100.0,81.0,87.0,100.0,94.0,84.0
97,191.0,2018-01-11,2018-07-21,0,disk_117473,100.0,100.0,100.0,71.0,100.0,29.0,1.0,100.0,100.0,80.0,87.0,100.0,94.0,84.0
98,190.0,2018-01-12,2018-07-21,0,disk_117473,100.0,100.0,100.0,71.0,100.0,29.0,1.0,100.0,100.0,80.0,87.0,100.0,94.0,84.0
99,189.0,2018-01-13,2018-07-21,0,disk_117473,100.0,100.0,100.0,71.0,100.0,29.0,2.0,100.0,100.0,80.0,87.0,100.0,94.0,84.0
100,188.0,2018-01-14,2018-07-21,0,disk_117473,100.0,100.0,100.0,71.0,100.0,29.0,1.0,100.0,100.0,80.0,87.0,100.0,94.0,83.0
101,187.0,2018-01-15,2018-07-21,0,disk_117473,100.0,100.0,100.0,71.0,100.0,29.0,2.0,100.0,100.0,79.0,87.0,100.0,94.0,83.0
102,186.0,2018-01-16,2018-07-21,0,disk_117473,100.0,100.0,100.0,71.0,100.0,29.0,2.0,100.0,100.0,80.0,87.0,100.0,94.0,83.0
103,185.0,2018-01-17,2018-07-21,0,disk_117473,100.0,100.0,100.0,71.0,100.0,29.0,2.0,100.0,100.0,80.0,87.0,100.0,94.0,83.0
104,184.0,2018-01-18,2018-07-21,0,disk_117473,100.0,100.0,100.0,71.0,100.0,29.0,1.0,100.0,100.0,80.0,87.0,100.0,94.0,83.0
105,183.0,2018-01-19,2018-07-21,0,disk_117473,100.0,100.0,100.0,71.0,100.0,29.0,1.0,100.0,100.0,81.0,87.0,100.0,94.0,83.0
106,182.0,2018-01-20,2018-07-21,0,disk_117473,100.0,100.0,100.0,71.0,100.0,29.0,1.0,100.0,100.0,81.0,87.0,100.0,94.0,83.0
107,181.0,2018-01-21,2018-07-21,0,disk_117473,100.0,100.0,100.0,71.0,100.0,29.0,1.0,100.0,100.0,81.0,87.0,100.0,94.0,83.0
108,180.0,2018-01-22,2018-07-21,0,disk_117473,100.0,100.0,100.0,71.0,100.0,29.0,2.0,100.0,100.0,82.0,87.0,100.0,94.0,83.0
109,179.0,2018-01-23,2018-07-21,0,disk_117473,100.0,100.0,100.0,71.0,100.0,29.0,1.0,100.0,100.0,82.0,87.0,100.0,94.0,83.0
110,178.0,2018-01-24,2018-07-21,0,disk_117473,100.0,100.0,100.0,71.0,100.0,29.0,1.0,100.0,100.0,83.0,87.0,100.0,94.0,83.0
111,177.0,2018-01-25,2018-07-21,0,disk_117473,100.0,100.0,100.0,71.0,100.0,29.0,1.0,100.0,100.0,83.0,87.0,100.0,94.0,83.0
112,176.0,2018-01-26,2018-07-21,0,disk_117473,100.0,100.0,100.0,71.0,100.0,29.0,1.0,100.0,100.0,83.0,87.0,100.0,94.0,83.0
113,175.0,2018-01-27,2018-07-21,0,disk_117473,100.0,100.0,100.0,71.0,100.0,29.0,1.0,100.0,100.0,82.0,87.0,100.0,94.0,83.0
114,174.0,2018-01-28,2018-07-21,0,disk_117473,100.0,100.0,100.0,71.0,100.0,29.0,1.0,100.0,100.0,81.0,87.0,100.0,94.0,83.0
115,173.0,2018-01-29,2018-07-21,0,disk_117473,100.0,100.0,100.0,71.0,100.0,29.0,2.0,100.0,100.0,81.0,87.0,100.0,94.0,83.0
116,172.0,2018-01-30,2018-07-21,0,disk_117473,100.0,100.0,100.0,71.0,100.0,29.0,1.0,100.0,100.0,81.0,87.0,100.0,94.0,83.0
117,171.0,2018-01-31,2018-07-21,0,disk_117473,100.0,100.0,100.0,71.0,100.0,29.0,1.0,100.0,100.0,80.0,87.0,100.0,94.0,83.0
118,68.0,2018-01-01,2018-03-10,0,disk_117550,100.0,100.0,100.0,77.0,99.0,23.0,38.0,100.0,100.0,67.0,87.0,100.0,92.0,84.0
119,67.0,2018-01-02,2018-03-10,0,disk_117550,100.0,100.0,100.0,77.0,99.0,23.0,35.0,100.0,100.0,74.0,87.0,100.0,92.0,84.0
120,66.0,2018-01-03,2018-03-10,0,disk_117550,100.0,100.0,100.0,77.0,99.0,23.0,34.0,100.0,100.0,82.0,87.0,100.0,92.0,84.0
121,65.0,2018-01-04,2018-03-10,0,disk_117550,100.0,100.0,100.0,77.0,99.0,23.0,35.0,100.0,100.0,82.0,87.0,100.0,92.0,84.0
122,64.0,2018-01-05,2018-03-10,0,disk_117550,100.0,100.0,100.0,77.0,99.0,23.0,34.0,100.0,100.0,70.0,87.0,100.0,92.0,84.0
123,63.0,2018-01-06,2018-03-10,0,disk_117550,100.0,100.0,100.0,77.0,99.0,23.0,35.0,100.0,100.0,80.0,87.0,100.0,92.0,84.0
124,62.0,2018-01-07,2018-03-10,0,disk_117550,100.0,100.0,100.0,76.0,99.0,24.0,34.0,100.0,100.0,80.0,87.0,100.0,92.0,84.0
125,61.0,2018-01-08,2018-03-10,0,disk_117550,100.0,100.0,100.0,76.0,99.0,24.0,36.0,100.0,100.0,73.0,87.0,100.0,92.0,84.0
126,60.0,2018-01-09,2018-03-10,0,disk_117550,100.0,100.0,100.0,77.0,99.0,23.0,34.0,100.0,100.0,83.0,87.0,100.0,92.0,84.0
127,59.0,2018-01-10,2018-03-10,0,disk_117550,100.0,100.0,100.0,78.0,99.0,22.0,38.0,100.0,100.0,68.0,87.0,100.0,92.0,84.0
128,58.0,2018-01-11,2018-03-10,0,disk_117550,100.0,100.0,100.0,76.0,99.0,24.0,34.0,100.0,100.0,81.0,87.0,100.0,92.0,84.0
129,57.0,2018-01-12,2018-03-10,0,disk_117550,100.0,100.0,100.0,78.0,99.0,22.0,34.0,100.0,100.0,82.0,87.0,100.0,92.0,84.0
130,56.0,2018-01-13,2018-03-10,0,disk_117550,100.0,100.0,100.0,79.0,99.0,21.0,34.0,100.0,100.0,79.0,87.0,100.0,92.0,84.0
131,55.0,2018-01-14,2018-03-10,0,disk_117550,100.0,100.0,100.0,79.0,99.0,21.0,35.0,100.0,100.0,83.0,87.0,100.0,92.0,84.0
132,54.0,2018-01-15,2018-03-10,0,disk_117550,100.0,100.0,100.0,78.0,99.0,22.0,37.0,100.0,100.0,67.0,87.0,100.0,92.0,84.0
133,53.0,2018-01-16,2018-03-10,0,disk_117550,100.0,100.0,100.0,78.0,99.0,22.0,34.0,100.0,100.0,83.0,87.0,100.0,92.0,84.0
134,52.0,2018-01-17,2018-03-10,0,disk_117550,100.0,100.0,100.0,78.0,99.0,22.0,34.0,100.0,100.0,83.0,87.0,100.0,92.0,84.0
135,51.0,2018-01-18,2018-03-10,0,disk_117550,100.0,100.0,100.0,78.0,99.0,22.0,35.0,100.0,100.0,83.0,87.0,100.0,92.0,84.0
136,50.0,2018-01-19,2018-03-10,0,disk_117550,100.0,100.0,100.0,78.0,99.0,22.0,34.0,100.0,100.0,82.0,87.0,100.0,92.0,83.0
137,49.0,2018-01-20,2018-03-10,0,disk_117550,100.0,100.0,100.0,78.0,99.0,22.0,36.0,100.0,100.0,70.0,87.0,100.0,92.0,83.0
138,48.0,2018-01-21,2018-03-10,0,disk_117550,100.0,100.0,100.0,78.0,99.0,22.0,36.0,100.0,100.0,72.0,87.0,100.0,92.0,83.0
139,47.0,2018-01-22,2018-03-10,0,disk_117550,100.0,100.0,100.0,78.0,99.0,22.0,34.0,100.0,100.0,78.0,87.0,100.0,92.0,83.0
140,46.0,2018-01-23,2018-03-10,0,disk_117550,100.0,100.0,100.0,78.0,99.0,22.0,36.0,100.0,100.0,71.0,87.0,100.0,92.0,83.0
141,45.0,2018-01-24,2018-03-10,0,disk_117550,100.0,100.0,100.0,78.0,99.0,22.0,35.0,100.0,100.0,83.0,87.0,100.0,92.0,83.0
142,44.0,2018-01-25,2018-03-10,0,disk_117550,100.0,100.0,100.0,79.0,99.0,21.0,41.0,100.0,100.0,74.0,87.0,100.0,93.0,83.0
143,43.0,2018-01-26,2018-03-10,0,disk_117550,100.0,100.0,100.0,79.0,99.0,21.0,34.0,100.0,100.0,84.0,87.0,100.0,93.0,83.0
144,42.0,2018-01-27,2018-03-10,0,disk_117550,100.0,100.0,100.0,79.0,99.0,21.0,35.0,100.0,100.0,81.0,87.0,100.0,93.0,83.0
145,41.0,2018-01-28,2018-03-10,0,disk_117550,100.0,100.0,100.0,78.0,99.0,22.0,34.0,100.0,100.0,80.0,87.0,100.0,93.0,83.0
146,40.0,2018-01-29,2018-03-10,0,disk_117550,100.0,100.0,100.0,79.0,99.0,21.0,35.0,100.0,100.0,84.0,87.0,100.0,93.0,83.0
147,39.0,2018-01-30,2018-03-10,0,disk_117550,100.0,100.0,100.0,79.0,99.0,21.0,35.0,100.0,100.0,79.0,87.0,100.0,93.0,83.0
148,38.0,2018-01-31,2018-03-10,0,disk_117550,100.0,100.0,100.0,79.0,99.0,21.0,33.0,100.0,100.0,83.0,87.0,100.0,93.0,83.0
149,142.0,2018-01-01,2018-05-23,0,disk_117635,100.0,100.0,100.0,69.0,100.0,31.0,2.0,100.0,100.0,82.0,88.0,100.0,95.0,83.0
150,141.0,2018-01-02,2018-05-23,0,disk_117635,100.0,100.0,100.0,68.0,100.0,32.0,2.0,100.0,100.0,83.0,88.0,100.0,95.0,83.0
151,140.0,2018-01-03,2018-05-23,0,disk_117635,100.0,100.0,100.0,68.0,100.0,32.0,3.0,100.0,100.0,77.0,88.0,100.0,95.0,83.0
152,139.0,2018-01-04,2018-05-23,0,disk_117635,100.0,100.0,100.0,69.0,100.0,31.0,2.0,100.0,100.0,79.0,88.0,100.0,95.0,83.0
153,138.0,2018-01-05,2018-05-23,0,disk_117635,100.0,100.0,100.0,68.0,100.0,32.0,2.0,100.0,100.0,79.0,88.0,100.0,95.0,83.0
154,137.0,2018-01-06,2018-05-23,0,disk_117635,100.0,100.0,100.0,68.0,100.0,32.0,2.0,100.0,100.0,77.0,88.0,100.0,95.0,83.0
155,136.0,2018-01-07,2018-05-23,0,disk_117635,100.0,100.0,100.0,68.0,100.0,32.0,2.0,100.0,100.0,80.0,88.0,100.0,95.0,83.0
156,135.0,2018-01-08,2018-05-23,0,disk_117635,100.0,100.0,100.0,69.0,100.0,31.0,2.0,100.0,100.0,80.0,88.0,100.0,95.0,83.0
157,134.0,2018-01-09,2018-05-23,0,disk_117635,100.0,100.0,100.0,68.0,100.0,32.0,2.0,100.0,100.0,81.0,88.0,100.0,95.0,83.0
158,133.0,2018-01-10,2018-05-23,0,disk_117635,100.0,100.0,100.0,68.0,100.0,32.0,2.0,100.0,100.0,81.0,88.0,100.0,95.0,83.0
159,132.0,2018-01-11,2018-05-23,0,disk_117635,100.0,100.0,100.0,69.0,100.0,31.0,2.0,100.0,100.0,80.0,88.0,100.0,95.0,83.0
160,131.0,2018-01-12,2018-05-23,0,disk_117635,100.0,100.0,100.0,69.0,100.0,31.0,2.0,100.0,100.0,78.0,88.0,100.0,95.0,83.0
161,130.0,2018-01-13,2018-05-23,0,disk_117635,100.0,100.0,100.0,69.0,100.0,31.0,100.0,100.0,100.0,100.0,88.0,100.0,95.0,83.0
162,129.0,2018-01-14,2018-05-23,0,disk_117635,100.0,100.0,100.0,68.0,100.0,32.0,2.0,100.0,100.0,83.0,88.0,100.0,95.0,83.0
