,diff_day,dt,fault_time,label,serial_number,smart_184_normalized,smart_187_normalized,smart_188_normalized,smart_190_normalized,smart_193_normalized,smart_194_normalized,smart_195_normalized,smart_197_normalized,smart_198_normalized,smart_1_normalized,smart_3_normalized,smart_5_normalized,smart_7_normalized,smart_9_normalized
87,147.0,2018-01-30,2018-06-26,0,disk_10590,100.0,100.0,100.0,73.0,100.0,27.0,7.0,100.0,100.0,83.0,88.0,100.0,82.0,100.0
88,146.0,2018-01-31,2018-06-26,0,disk_10590,100.0,100.0,100.0,73.0,100.0,27.0,6.0,100.0,100.0,77.0,88.0,100.0,82.0,100.0
89,145.0,2018-02-01,2018-06-26,0,disk_10590,100.0,100.0,100.0,72.0,100.0,28.0,6.0,100.0,100.0,77.0,88.0,100.0,82.0,100.0
90,144.0,2018-02-02,2018-06-26,0,disk_10590,100.0,100.0,100.0,72.0,100.0,28.0,6.0,100.0,100.0,78.0,88.0,100.0,82.0,100.0
91,143.0,2018-02-03,2018-06-26,0,disk_10590,100.0,100.0,100.0,72.0,100.0,28.0,7.0,100.0,100.0,79.0,88.0,100.0,83.0,100.0
92,142.0,2018-02-04,2018-06-26,0,disk_10590,100.0,100.0,100.0,72.0,100.0,28.0,6.0,100.0,100.0,83.0,88.0,100.0,83.0,100.0
93,141.0,2018-02-05,2018-06-26,0,disk_10590,100.0,100.0,100.0,72.0,100.0,28.0,7.0,100.0,100.0,82.0,88.0,100.0,83.0,100.0
94,140.0,2018-02-06,2018-06-26,0,disk_10590,100.0,100.0,100.0,72.0,100.0,28.0,6.0,100.0,100.0,80.0,88.0,100.0,83.0,100.0
95,139.0,2018-02-07,2018-06-26,0,disk_10590,100.0,100.0,100.0,73.0,100.0,27.0,7.0,100.0,100.0,73.0,88.0,100.0,83.0,100.0
96,138.0,2018-02-08,2018-06-26,0,disk_10590,100.0,100.0,100.0,73.0,100.0,27.0,100.0,100.0,100.0,100.0,88.0,100.0,83.0,100.0
97,137.0,2018-02-09,2018-06-26,0,disk_10590,100.0,100.0,100.0,72.0,100.0,28.0,6.0,100.0,100.0,83.0,88.0,100.0,84.0,100.0
98,136.0,2018-02-10,2018-06-26,0,disk_10590,100.0,100.0,100.0,74.0,100.0,26.0,7.0,100.0,100.0,72.0,88.0,100.0,84.0,100.0
99,135.0,2018-02-11,2018-06-26,0,disk_10590,100.0,100.0,100.0,72.0,100.0,28.0,100.0,100.0,100.0,100.0,88.0,100.0,84.0,100.0
100,134.0,2018-02-12,2018-06-26,0,disk_10590,100.0,100.0,100.0,73.0,100.0,27.0,7.0,100.0,100.0,84.0,88.0,100.0,84.0,100.0
101,133.0,2018-02-13,2018-06-26,0,disk_10590,100.0,100.0,100.0,72.0,100.0,28.0,6.0,100.0,100.0,67.0,88.0,100.0,84.0,100.0
102,132.0,2018-02-14,2018-06-26,0,disk_10590,100.0,100.0,100.0,72.0,100.0,28.0,6.0,100.0,100.0,83.0,88.0,100.0,84.0,100.0
103,131.0,2018-02-15,2018-06-26,0,disk_10590,100.0,100.0,100.0,72.0,100.0,28.0,6.0,100.0,100.0,83.0,88.0,100.0,84.0,99.0
104,130.0,2018-02-16,2018-06-26,0,disk_10590,100.0,100.0,100.0,72.0,100.0,28.0,6.0,100.0,100.0,68.0,88.0,100.0,85.0,99.0
105,129.0,2018-02-17,2018-06-26,0,disk_10590,100.0,100.0,100.0,72.0,100.0,28.0,6.0,100.0,100.0,81.0,88.0,100.0,85.0,99.0
106,128.0,2018-02-18,2018-06-26,0,disk_10590,100.0,100.0,100.0,72.0,100.0,28.0,8.0,100.0,100.0,81.0,88.0,100.0,85.0,99.0
107,127.0,2018-02-19,2018-06-26,0,disk_10590,100.0,100.0,100.0,73.0,100.0,27.0,6.0,100.0,100.0,81.0,88.0,100.0,85.0,99.0
108,126.0,2018-02-20,2018-06-26,0,disk_10590,100.0,100.0,100.0,72.0,100.0,28.0,7.0,100.0,100.0,73.0,88.0,100.0,85.0,99.0
109,125.0,2018-02-21,2018-06-26,0,disk_10590,100.0,100.0,100.0,72.0,100.0,28.0,7.0,100.0,100.0,83.0,88.0,100.0,85.0,99.0
110,124.0,2018-02-22,2018-06-26,0,disk_10590,100.0,100.0,100.0,72.0,100.0,28.0,7.0,100.0,100.0,68.0,88.0,100.0,85.0,99.0
111,123.0,2018-02-23,2018-06-26,0,disk_10590,100.0,100.0,100.0,72.0,100.0,28.0,5.0,100.0,100.0,73.0,88.0,100.0,85.0,99.0
112,122.0,2018-02-24,2018-06-26,0,disk_10590,100.0,100.0,100.0,72.0,100.0,28.0,6.0,100.0,100.0,84.0,88.0,100.0,85.0,99.0
113,121.0,2018-02-25,2018-06-26,0,disk_10590,100.0,100.0,100.0,73.0,100.0,27.0,7.0,100.0,100.0,69.0,88.0,100.0,85.0,99.0
114,120.0,2018-02-26,2018-06-26,0,disk_10590,100.0,100.0,100.0,73.0,100.0,27.0,6.0,100.0,100.0,83.0,88.0,100.0,86.0,99.0
115,119.0,2018-02-27,2018-06-26,0,disk_10590,100.0,100.0,100.0,73.0,100.0,27.0,6.0,100.0,100.0,83.0,88.0,100.0,86.0,99.0
116,118.0,2018-02-28,2018-06-26,0,disk_10590,100.0,100.0,100.0,73.0,100.0,27.0,5.0,100.0,100.0,71.0,88.0,100.0,86.0,99.0
117,117.0,2018-03-01,2018-06-26,0,disk_10590,100.0,100.0,100.0,74.0,100.0,26.0,6.0,100.0,100.0,72.0,88.0,100.0,86.0,99.0
118,116.0,2018-03-02,2018-06-26,0,disk_10590,100.0,100.0,100.0,73.0,100.0,27.0,100.0,100.0,100.0,100.0,88.0,100.0,86.0,99.0
119,115.0,2018-03-03,2018-06-26,0,disk_10590,100.0,100.0,100.0,73.0,100.0,27.0,6.0,100.0,100.0,80.0,88.0,100.0,86.0,99.0
120,114.0,2018-03-04,2018-06-26,0,disk_10590,100.0,100.0,100.0,73.0,100.0,27.0,6.0,100.0,100.0,77.0,88.0,100.0,86.0,99.0
121,113.0,2018-03-05,2018-06-26,0,disk_10590,100.0,100.0,100.0,73.0,100.0,27.0,5.0,100.0,100.0,81.0,88.0,100.0,86.0,99.0
122,112.0,2018-03-06,2018-06-26,0,disk_10590,100.0,100.0,100.0,73.0,100.0,27.0,100.0,100.0,100.0,100.0,88.0,100.0,86.0,99.0
123,111.0,2018-03-07,2018-06-26,0,disk_10590,100.0,100.0,100.0,73.0,100.0,27.0,6.0,100.0,100.0,82.0,88.0,100.0,86.0,99.0
124,110.0,2018-03-08,2018-06-26,0,disk_10590,100.0,100.0,100.0,73.0,100.0,27.0,100.0,100.0,100.0,100.0,88.0,100.0,86.0,99.0
125,109.0,2018-03-09,2018-06-26,0,disk_10590,100.0,100.0,100.0,73.0,100.0,27.0,6.0,100.0,100.0,81.0,88.0,100.0,86.0,99.0
126,108.0,2018-03-10,2018-06-26,0,disk_10590,100.0,100.0,100.0,73.0,100.0,27.0,100.0,100.0,100.0,100.0,88.0,100.0,86.0,99.0
127,107.0,2018-03-11,2018-06-26,0,disk_10590,100.0,100.0,100.0,73.0,100.0,27.0,7.0,100.0,100.0,83.0,88.0,100.0,87.0,99.0
128,106.0,2018-03-12,2018-06-26,0,disk_10590,100.0,100.0,100.0,73.0,100.0,27.0,5.0,100.0,100.0,82.0,88.0,100.0,87.0,99.0
129,105.0,2018-03-13,2018-06-26,0,disk_10590,100.0,100.0,100.0,73.0,100.0,27.0,4.0,100.0,100.0,76.0,88.0,100.0,87.0,99.0
130,104.0,2018-03-14,2018-06-26,0,disk_10590,100.0,100.0,100.0,73.0,100.0,27.0,5.0,100.0,100.0,82.0,88.0,100.0,87.0,99.0
131,103.0,2018-03-15,2018-06-26,0,disk_10590,100.0,100.0,100.0,73.0,100.0,27.0,5.0,100.0,100.0,78.0,88.0,100.0,87.0,99.0
132,102.0,2018-03-16,2018-06-26,0,disk_10590,100.0,100.0,100.0,74.0,100.0,26.0,5.0,100.0,100.0,82.0,88.0,100.0,87.0,99.0
133,101.0,2018-03-17,2018-06-26,0,disk_10590,100.0,100.0,100.0,73.0,100.0,27.0,100.0,100.0,100.0,100.0,88.0,100.0,87.0,99.0
134,100.0,2018-03-18,2018-06-26,0,disk_10590,100.0,100.0,100.0,73.0,100.0,27.0,6.0,100.0,100.0,65.0,88.0,100.0,87.0,99.0
135,99.0,2018-03-19,2018-06-26,0,disk_10590,100.0,100.0,100.0,73.0,100.0,27.0,7.0,100.0,100.0,78.0,88.0,100.0,87.0,99.0
136,98.0,2018-03-20,2018-06-26,0,disk_10590,100.0,100.0,100.0,73.0,100.0,27.0,6.0,100.0,100.0,75.0,88.0,100.0,87.0,99.0
137,97.0,2018-03-21,2018-06-26,0,disk_10590,100.0,100.0,100.0,73.0,100.0,27.0,5.0,100.0,100.0,76.0,88.0,100.0,87.0,99.0
138,96.0,2018-03-22,2018-06-26,0,disk_10590,100.0,100.0,100.0,73.0,100.0,27.0,5.0,100.0,100.0,82.0,88.0,100.0,87.0,99.0
139,95.0,2018-03-23,2018-06-26,0,disk_10590,100.0,100.0,100.0,73.0,100.0,27.0,6.0,100.0,100.0,73.0,88.0,100.0,87.0,99.0
140,94.0,2018-03-24,2018-06-26,0,disk_10590,100.0,100.0,100.0,73.0,100.0,27.0,100.0,100.0,100.0,100.0,88.0,100.0,87.0,98.0
141,93.0,2018-03-25,2018-06-26,0,disk_10590,100.0,100.0,100.0,73.0,100.0,27.0,6.0,100.0,100.0,69.0,88.0,100.0,88.0,98.0
142,92.0,2018-03-26,2018-06-26,0,disk_10590,100.0,100.0,100.0,74.0,100.0,26.0,5.0,100.0,100.0,73.0,88.0,100.0,88.0,98.0
143,91.0,2018-03-27,2018-06-26,0,disk_10590,100.0,100.0,100.0,73.0,100.0,27.0,6.0,100.0,100.0,83.0,88.0,100.0,88.0,98.0
144,90.0,2018-03-28,2018-06-26,0,disk_10590,100.0,100.0,100.0,74.0,100.0,26.0,5.0,100.0,100.0,82.0,88.0,100.0,88.0,98.0
145,89.0,2018-03-29,2018-06-26,0,disk_10590,100.0,100.0,100.0,73.0,100.0,27.0,100.0,100.0,100.0,100.0,88.0,100.0,88.0,98.0
146,88.0,2018-03-30,2018-06-26,0,disk_10590,100.0,100.0,100.0,74.0,100.0,26.0,6.0,100.0,100.0,72.0,88.0,100.0,88.0,98.0
147,87.0,2018-03-31,2018-06-26,0,disk_10590,100.0,100.0,100.0,73.0,100.0,27.0,6.0,100.0,100.0,80.0,88.0,100.0,88.0,98.0
148,164.0,2018-01-19,2018-07-02,0,disk_10707,100.0,100.0,100.0,74.0,100.0,26.0,6.0,100.0,100.0,82.0,87.0,100.0,78.0,100.0
149,163.0,2018-01-20,2018-07-02,0,disk_10707,100.0,100.0,100.0,74.0,100.0,26.0,6.0,100.0,100.0,82.0,87.0,100.0,79.0,100.0
150,162.0,2018-01-21,2018-07-02,0,disk_10707,100.0,100.0,100.0,73.0,100.0,27.0,100.0,100.0,100.0,100.0,87.0,100.0,79.0,100.0
151,161.0,2018-01-22,2018-07-02,0,disk_10707,100.0,100.0,100.0,74.0,100.0,26.0,6.0,100.0,100.0,78.0,87.0,100.0,80.0,100.0
152,160.0,2018-01-23,2018-07-02,0,disk_10707,100.0,100.0,100.0,73.0,100.0,27.0,6.0,100.0,100.0,82.0,87.0,100.0,80.0,100.0
153,159.0,2018-01-24,2018-07-02,0,disk_10707,100.0,100.0,100.0,74.0,100.0,26.0,5.0,100.0,100.0,81.0,87.0,100.0,80.0,100.0
154,158.0,2018-01-25,2018-07-02,0,disk_10707,100.0,100.0,100.0,74.0,100.0,26.0,5.0,100.0,100.0,80.0,87.0,100.0,81.0,100.0
155,157.0,2018-01-26,2018-07-02,0,disk_10707,100.0,100.0,100.0,73.0,100.0,27.0,6.0,100.0,100.0,83.0,87.0,100.0,81.0,100.0
156,156.0,2018-01-27,2018-07-02,0,disk_10707,100.0,100.0,100.0,73.0,100.0,27.0,100.0,100.0,100.0,100.0,87.0,100.0,81.0,100.0
157,155.0,2018-01-28,2018-07-02,0,disk_10707,100.0,100.0,100.0,73.0,100.0,27.0,7.0,100.0,100.0,65.0,87.0,100.0,81.0,100.0
158,154.0,2018-01-29,2018-07-02,0,disk_10707,100.0,100.0,100.0,73.0,100.0,27.0,6.0,100.0,100.0,78.0,87.0,100.0,82.0,100.0
159,153.0,2018-01-30,2018-07-02,0,disk_10707,100.0,100.0,100.0,73.0,100.0,27.0,6.0,100.0,100.0,66.0,87.0,100.0,82.0,100.0
160,152.0,2018-01-31,2018-07-02,0,disk_10707,100.0,100.0,100.0,74.0,100.0,26.0,7.0,100.0,100.0,83.0,87.0,100.0,82.0,100.0
161,151.0,2018-02-01,2018-07-02,0,disk_10707,100.0,100.0,100.0,74.0,100.0,26.0,6.0,100.0,100.0,83.0,87.0,100.0,82.0,100.0
162,150.0,2018-02-02,2018-07-02,0,disk_10707,100.0,100.0,100.0,75.0,100.0,25.0,7.0,100.0,100.0,76.0,87.0,100.0,82.0,100.0
